ID,PredictedProb
501,0.773333333
502,0.74
503,0.96
506,0.966666667
507,0.866666667
508,0.606666667
509,0.746666667
510,0.94
511,0.913333333
513,0.82
515,0.88
521,0.52
522,0.853333333
523,0.946666667
525,0.913333333
529,0.853333333
530,0.766666667
531,0.58
533,0.886666667
534,0.72
535,0.866666667
537,0.726666667
541,0.72
542,0.946666667
543,0.733333333
544,0.96
545,0.773333333
549,0.906666667
550,0.893333333
551,0.733333333
553,0.86
556,0.72
558,0.58
560,0.68
563,0.7
564,0.933333333
567,0.54
572,0.68
573,0.98
577,0.86
583,0.92
584,0.873333333
585,0.806666667
586,0.92
588,0.786666667
590,0.766666667
591,0.713333333
593,0.953333333
594,0.74
597,0.666666667
598,0.806666667
599,0.88
603,0.853333333
604,0.866666667
606,0.94
607,0.76
609,0.84
614,0.946666667
615,0.773333333
616,0.52
617,0.873333333
618,0.953333333
619,0.92
620,0.96
623,0.813333333
625,0.92
626,0.886666667
627,0.933333333
632,0.92
633,0.56
634,0.826666667
635,0.813333333
636,0.78
637,0.82
638,0.806666667
639,0.86
642,0.513333333
643,0.846666667
644,0.886666667
645,0.646666667
646,0.866666667
650,0.9
653,0.666666667
654,0.626666667
655,0.56
656,0.946666667
657,0.913333333
658,0.753333333
660,0.693333333
661,0.953333333
668,0.98
669,0.74
671,0.913333333
672,0.846666667
676,0.973333333
678,0.813333333
680,0.813333333
682,0.54
684,0.873333333
685,0.866666667
686,0.706666667
687,0.593333333
694,0.52
696,0.673333333
697,0.66
699,0.6
702,0.986666667
707,0.893333333
708,0.806666667
712,0.92
717,0.873333333
718,0.986666667
720,0.573333333
721,0.813333333
723,0.78
724,0.693333333
727,0.526666667
728,0.76
731,0.92
733,0.813333333
735,0.933333333
737,0.913333333
738,0.813333333
740,0.606666667
742,0.94
743,0.706666667
745,0.84
746,0.9
747,0.72
748,0.993333333
749,0.886666667
750,0.92
753,0.893333333
755,0.926666667
756,0.886666667
758,0.546666667
760,0.813333333
762,0.846666667
763,0.853333333
765,0.873333333
767,0.786666667
768,0.993333333
770,0.52
772,0.82
773,0.833333333
774,0.886666667
775,0.78
777,0.626666667
778,0.946666667
780,0.626666667
782,0.566666667
783,0.893333333
786,0.586666667
787,0.953333333
788,0.713333333
789,0.773333333
790,0.813333333
793,0.84
795,0.893333333
807,0.793333333
809,0.52
810,0.506666667
811,0.646666667
813,0.62
815,0.58
816,0.533333333
821,0.793333333
823,0.993333333
825,0.973333333
826,0.953333333
827,0.946666667
832,0.933333333
833,0.626666667
834,0.786666667
837,0.82
838,0.953333333
839,0.9
843,0.593333333
844,0.713333333
845,0.633333333
846,0.586666667
848,0.84
850,0.853333333
851,0.96
852,0.806666667
855,0.76
856,0.82
861,0.84
862,0.96
863,0.96
864,0.64
865,0.98
867,0.566666667
868,0.9
869,0.953333333
873,0.633333333
875,0.66
877,0.94
879,0.66
880,0.946666667
881,0.886666667
882,0.54
883,0.96
887,0.693333333
888,0.593333333
890,0.953333333
897,0.793333333
900,0.86
902,0.906666667
904,0.906666667
906,0.806666667
910,0.813333333
913,0.726666667
914,0.653333333
915,0.593333333
918,0.606666667
920,0.933333333
923,0.96
926,0.773333333
927,0.5
929,0.52
930,0.86
931,0.793333333
932,0.906666667
933,0.666666667
934,0.773333333
936,0.733333333
939,0.7
941,0.746666667
943,0.72
947,0.646666667
948,0.686666667
949,0.846666667
950,0.56
951,0.886666667
952,0.54
953,0.96
956,0.753333333
961,0.693333333
962,0.693333333
968,0.8
971,0.92
972,0.9
977,0.966666667
981,0.82
985,0.8
987,0.813333333
989,0.953333333
993,0.966666667
994,0.513333333
997,0.986666667
998,0.546666667
999,0.733333333
1002,0.9
1003,0.98
1004,0.953333333
1005,0.513333333
1007,0.88
1008,0.893333333
1014,0.96
1016,0.96
1021,0.62
1023,0.98
1026,0.866666667
1028,0.873333333
1029,0.833333333
1030,0.72
1031,0.7
1032,0.953333333
1033,0.993333333
1036,0.74
1037,0.94
1039,0.646666667
1046,0.88
1047,0.953333333
1049,0.986666667
1055,0.933333333
1057,0.513333333
1059,0.7
1060,0.553333333
1062,0.74
1063,0.72
1066,0.746666667
1067,0.953333333
1068,0.653333333
1070,0.906666667
1071,0.906666667
1073,0.906666667
1074,0.78
1075,0.913333333
1076,0.786666667
1077,0.98
1079,0.706666667
1083,0.613333333
1085,0.946666667
1087,0.66
1088,0.526666667
1089,0.766666667
1092,0.866666667
1095,0.826666667
1104,0.946666667
1106,0.986666667
1108,0.626666667
1110,0.8
1117,0.873333333
1118,0.713333333
1119,0.84
1121,0.92
1122,0.833333333
1124,0.933333333
1125,0.773333333
1126,0.513333333
1128,0.913333333
1129,0.82
1131,0.72
1132,0.96
1133,0.713333333
1134,0.586666667
1137,0.906666667
1138,0.586666667
1139,0.753333333
1140,0.726666667
1141,0.94
1143,0.726666667
1144,0.84
1145,0.813333333
1146,0.96
1147,0.906666667
1149,0.946666667
1151,0.593333333
1154,0.773333333
1156,0.546666667
1158,0.92
1165,0.92
1166,0.526666667
1167,0.76
1168,0.9
1169,0.673333333
1171,0.76
1173,0.533333333
1175,0.52
1181,0.56
1182,0.586666667
1184,0.806666667
1187,0.766666667
1189,0.953333333
1190,0.633333333
1193,0.693333333
1194,0.913333333
1196,0.88
1202,0.62
1203,0.66
1206,0.913333333
1209,0.993333333
1211,0.626666667
1212,0.526666667
1215,0.713333333
1216,0.666666667
1220,0.84
1222,0.96
1223,0.92
1224,0.866666667
1227,0.933333333
1229,0.706666667
1230,0.553333333
1233,0.92
1236,0.76
1242,0.94
1245,0.793333333
1246,0.986666667
1249,0.746666667
1250,0.8
1253,0.933333333
1258,0.866666667
1259,0.706666667
1262,0.973333333
1263,0.853333333
1265,0.986666667
1266,0.946666667
1267,0.9
1268,0.973333333
1269,0.86
1270,0.866666667
1271,0.593333333
1272,0.946666667
1276,0.98
1277,0.913333333
1279,0.773333333
1280,0.58
1283,0.76
1285,0.813333333
1286,0.9
1290,0.9
1293,0.813333333
1295,0.526666667
1297,0.833333333
1299,0.96
1300,0.986666667
1301,0.84
1302,0.946666667
1303,0.92
1304,0.806666667
1305,0.76
1306,0.806666667
1307,0.9
1308,0.993333333
1309,0.813333333
1312,0.62
1313,0.766666667
1314,0.746666667
1316,0.766666667
1318,0.5
1319,0.94
1320,0.86
1322,0.96
1323,0.613333333
1325,0.613333333
1329,0.573333333
1330,0.746666667
1334,0.68
1337,0.946666667
1340,0.673333333
1341,0.58
1342,0.74
1347,0.713333333
1349,0.653333333
1350,0.753333333
1355,0.793333333
1356,0.526666667
1357,0.613333333
1358,0.706666667
1359,0.906666667
1361,0.566666667
1363,0.626666667
1366,0.9
1367,0.946666667
1370,0.953333333
1375,0.986666667
1377,0.94
1379,0.833333333
1381,0.56
1382,0.84
1385,0.886666667
1387,0.72
1389,0.866666667
1392,0.953333333
1393,0.686666667
1395,0.953333333
1396,0.826666667
1399,0.846666667
1400,0.933333333
1401,0.726666667
1402,0.993333333
1405,0.713333333
1407,0.62
1409,0.993333333
1413,0.52
1414,0.613333333
1415,0.673333333
1417,0.713333333
1421,0.56
1422,0.953333333
1423,0.52
1425,0.893333333
1426,0.886666667
1428,0.913333333
1429,0.973333333
1430,0.513333333
1431,0.886666667
1433,0.92
1435,0.973333333
1436,0.833333333
1438,0.913333333
1439,0.68
1442,0.933333333
1448,0.833333333
1449,0.746666667
1451,0.846666667
1453,0.886666667
1455,0.906666667
1456,0.713333333
1458,0.886666667
1459,0.986666667
1463,0.973333333
1466,0.66
1468,0.98
1471,0.673333333
1472,0.806666667
1473,0.786666667
1474,0.986666667
1476,0.853333333
1477,0.853333333
1478,0.673333333
1479,0.88
1481,0.766666667
1482,0.953333333
1487,0.846666667
1490,0.833333333
1493,0.733333333
1494,0.713333333
1495,0.926666667
1496,0.98
1497,0.64
1498,0.88
1499,0.826666667
1500,0.72
1505,0.766666667
1507,0.58
1508,0.64
1510,0.893333333
1511,0.633333333
1513,0.52
1514,0.86
1518,0.94
1519,0.673333333
1520,0.813333333
1522,0.926666667
1523,0.546666667
1524,0.753333333
1527,0.96
1528,0.74
1529,0.64
1530,0.88
1532,0.773333333
1534,0.626666667
1536,0.986666667
1537,0.666666667
1540,0.7
1543,0.66
1546,0.86
1549,0.66
1553,0.693333333
1558,0.933333333
1560,0.926666667
1561,0.773333333
1562,0.626666667
1565,0.526666667
1573,0.686666667
1576,0.913333333
1577,0.98
1579,0.52
1580,0.906666667
1581,0.8
1582,0.506666667
1584,0.793333333
1586,0.84
1588,0.686666667
1589,0.626666667
1595,0.86
1598,0.533333333
1599,0.986666667
1600,0.88
1605,0.76
1609,0.646666667
1610,0.793333333
1615,0.693333333
1617,0.953333333
1619,0.92
1621,0.926666667
1622,0.506666667
1628,0.846666667
1629,0.933333333
1630,0.713333333
1631,0.773333333
1633,0.733333333
1636,0.886666667
1637,0.733333333
1638,0.76
1643,0.92
1644,0.766666667
1645,0.953333333
1646,0.553333333
1647,0.92
1648,0.813333333
1650,0.726666667
1651,0.713333333
1652,0.953333333
1654,0.793333333
1655,0.966666667
1657,0.926666667
1658,0.94
1663,0.606666667
1665,0.966666667
1666,0.846666667
1669,0.92
1675,0.906666667
1678,0.9
1679,0.806666667
1680,0.713333333
1681,0.906666667
1684,0.866666667
1687,0.606666667
1688,0.94
1692,0.926666667
1694,0.926666667
1695,0.64
1696,0.833333333
1697,0.5
1698,0.746666667
1699,0.806666667
1700,0.526666667
1701,0.933333333
1704,0.6
1705,0.726666667
1706,0.793333333
1708,0.933333333
1709,0.646666667
1712,0.52
1713,0.84
1715,0.873333333
1718,0.933333333
1720,0.773333333
1721,0.8
1724,0.873333333
1725,0.586666667
1726,0.64
1728,0.64
1729,0.96
1738,0.833333333
1739,0.9
1741,0.913333333
1743,0.82
1745,0.586666667
1750,0.74
1751,0.92
1753,0.833333333
1755,0.68
1757,0.76
1758,0.72
1759,0.826666667
1762,0.753333333
1763,0.866666667
1767,0.98
1769,0.866666667
1770,0.926666667
1778,0.92
1781,0.946666667
1784,0.88
1786,0.806666667
1787,0.846666667
1788,0.953333333
1789,0.966666667
1790,0.7
1794,0.873333333
1795,0.88
1797,0.94
1801,0.94
1802,0.76
1809,0.966666667
1810,0.866666667
1811,0.9
1816,0.813333333
1817,0.82
1818,0.746666667
1820,0.733333333
1821,0.646666667
1822,0.72
1823,0.933333333
1829,0.866666667
1833,0.953333333
1834,0.886666667
1836,0.646666667
1837,0.946666667
1839,0.953333333
1842,0.906666667
1845,0.986666667
1849,0.62
1851,0.953333333
1852,0.746666667
1853,0.793333333
1855,0.66
1856,0.873333333
1857,0.906666667
1859,0.866666667
1860,0.6
1861,0.86
1862,0.96
1864,0.846666667
1865,0.8
1869,0.953333333
1871,0.513333333
1872,0.926666667
1873,0.706666667
1874,0.513333333
1875,0.54
1878,0.9
1879,0.76
1880,0.593333333
1882,0.833333333
1887,0.88
1893,0.653333333
1896,0.933333333
1900,0.746666667
1902,0.8
1904,0.846666667
1906,0.6
1907,0.913333333
1909,0.946666667
1911,0.813333333
1913,0.786666667
1915,0.886666667
1917,0.74
1918,0.553333333
1919,0.713333333
1921,0.866666667
1922,0.98
1923,0.893333333
1926,0.853333333
1927,0.5
1928,0.853333333
1929,0.893333333
1931,0.78
1932,0.786666667
1938,0.986666667
1940,0.613333333
1941,0.633333333
1942,0.62
1944,0.52
1948,0.706666667
1949,0.806666667
1951,0.84
1953,0.933333333
1954,0.913333333
1955,1
1956,0.826666667
1957,0.94
1958,0.986666667
1959,0.96
1961,0.866666667
1962,0.733333333
1965,0.726666667
1969,0.913333333
1971,0.8
1978,0.973333333
1982,0.953333333
1984,0.626666667
1985,0.846666667
1986,0.726666667
1987,0.833333333
1988,0.786666667
1989,0.96
1990,0.866666667
1991,0.993333333
1993,0.973333333
1994,0.86
1999,0.9
2000,0.753333333
2001,0.74
2002,0.846666667
2003,0.613333333
2004,0.62
2008,0.84
2011,0.846666667
2013,0.94
2017,0.986666667
2020,0.84
2021,0.82
2024,0.926666667
2026,0.606666667
2031,0.78
2035,0.573333333
2039,0.94
2040,0.9
2044,0.946666667
2045,0.96
2046,0.846666667
2047,0.873333333
2048,0.9
2052,0.853333333
2053,0.84
2054,0.893333333
2055,0.8
2058,0.653333333
2059,0.846666667
2060,0.64
2063,0.973333333
2064,0.533333333
2065,0.993333333
2066,0.746666667
2070,0.62
2073,0.913333333
2076,0.92
2077,0.806666667
2078,0.8
2082,0.913333333
2084,0.566666667
2086,0.76
2088,0.96
2090,0.94
2091,0.773333333
2095,0.693333333
2097,0.893333333
2101,0.926666667
2102,0.573333333
2105,0.64
2106,0.666666667
2107,0.913333333
2110,0.806666667
2113,0.946666667
2114,0.713333333
2115,0.673333333
2118,0.853333333
2119,0.8
2120,0.64
2122,0.826666667
2128,0.82
2129,0.693333333
2132,0.826666667
2136,0.673333333
2139,0.753333333
2140,0.553333333
2141,0.626666667
2142,0.76
2143,0.946666667
2146,0.68
2147,0.846666667
2148,0.686666667
2151,0.606666667
2153,0.853333333
2154,0.946666667
2156,0.7
2161,0.993333333
2162,0.833333333
2163,0.913333333
2164,0.76
2165,0.94
2168,0.973333333
2169,0.666666667
2175,0.98
2176,0.833333333
2177,0.833333333
2178,0.586666667
2182,0.88
2184,0.786666667
2191,0.713333333
2193,0.866666667
2194,0.7
2196,0.92
2198,0.726666667
2199,0.686666667
2200,0.746666667
2202,0.953333333
2209,0.96
2213,0.606666667
2217,0.953333333
2218,0.626666667
2224,0.58
2225,0.826666667
2231,0.92
2233,0.913333333
2234,0.873333333
2235,0.793333333
2237,0.706666667
2238,0.56
2240,0.766666667
2242,0.926666667
2244,0.786666667
2246,0.853333333
2247,0.82
2248,0.98
2249,0.98
2250,0.96
2252,0.82
2254,0.893333333
2257,0.793333333
2258,0.626666667
2262,0.64
2265,0.88
2268,0.993333333
2270,0.713333333
2280,0.913333333
2281,0.986666667
2283,0.846666667
2285,0.753333333
2289,0.953333333
2290,0.666666667
2291,0.786666667
2293,0.9
2294,0.713333333
2295,0.9
2300,0.953333333
2304,0.94
2307,0.546666667
2310,0.966666667
2312,0.813333333
2313,0.673333333
2318,0.84
2319,0.913333333
2322,0.506666667
2324,0.666666667
2326,0.953333333
2328,0.9
2331,0.88
2334,0.906666667
2335,0.753333333
2336,0.873333333
2339,0.96
2340,0.953333333
2341,0.98
2344,0.973333333
2349,0.68
2352,0.96
2353,0.8
2357,0.533333333
2362,0.76
2364,0.653333333
2365,0.813333333
2366,0.746666667
2367,0.666666667
2368,0.953333333
2370,0.98
2373,0.8
2375,0.58
2376,0.98
2377,0.866666667
2382,0.993333333
2384,0.533333333
2385,0.746666667
2388,0.866666667
2389,0.52
2390,0.926666667
2391,0.806666667
2393,0.706666667
2396,0.9
2397,0.813333333
2398,0.946666667
2399,0.693333333
2400,0.8
2401,0.546666667
2402,0.906666667
2404,0.766666667
2406,0.966666667
2408,0.66
2409,0.846666667
2410,0.8
2411,0.746666667
2413,0.726666667
2415,0.76
2417,0.793333333
2422,0.906666667
2423,0.62
2424,0.953333333
2426,0.92
2429,0.78
2430,0.873333333
2432,0.593333333
2433,0.806666667
2436,0.986666667
2437,0.813333333
2438,0.926666667
2439,0.7
2440,0.693333333
2444,0.766666667
2445,0.593333333
2446,0.586666667
2454,0.893333333
2455,0.726666667
2456,0.953333333
2458,0.633333333
2459,0.64
2460,0.76
2461,0.926666667
2462,0.76
2464,0.686666667
2465,0.826666667
2467,0.986666667
2468,0.88
2474,0.526666667
2480,0.74
2481,0.813333333
2484,0.593333333
2485,0.64
2486,0.886666667
2487,0.746666667
2491,0.82
2493,0.9
2496,0.886666667
2497,0.853333333
2501,0.833333333
2504,0.893333333
2505,0.586666667
2506,0.746666667
2508,0.693333333
2509,0.673333333
2513,0.646666667
2516,0.853333333
2520,0.806666667
2521,0.893333333
2523,0.893333333
2524,0.82
2526,0.986666667
2528,0.66
2529,0.953333333
2530,0.906666667
2531,0.953333333
2532,0.98
2536,0.533333333
2537,0.546666667
2540,0.88
2541,0.826666667
2542,0.886666667
2543,0.633333333
2546,0.546666667
2547,0.826666667
2550,0.813333333
2551,0.84
2555,0.88
2556,0.906666667
2558,0.84
2559,0.966666667
2560,0.84
2562,0.986666667
2563,0.74
2564,0.84
2565,0.566666667
2568,0.933333333
2569,0.893333333
2570,0.826666667
2572,0.78
2573,0.933333333
2574,0.6
2575,0.8
2576,0.8
2582,0.913333333
2583,0.526666667
2586,0.913333333
2590,0.513333333
2591,0.88
2592,0.94
2593,0.986666667
2595,0.893333333
2596,0.913333333
2597,0.786666667
2598,0.893333333
2600,0.92
2601,0.82
2603,0.586666667
2604,0.893333333
2605,0.933333333
2606,0.993333333
2608,0.906666667
2609,0.826666667
2610,0.8
2611,0.56
2614,0.96
2615,0.82
2616,0.913333333
2618,0.693333333
2620,0.526666667
2623,0.56
2624,0.966666667
2625,0.706666667
2627,0.66
2629,0.926666667
2630,0.84
2631,0.993333333
2632,0.993333333
2633,0.733333333
2634,0.906666667
2635,0.526666667
2636,0.833333333
2637,0.7
2638,0.993333333
2641,0.766666667
2643,0.786666667
2644,0.553333333
2647,0.893333333
2648,0.92
2649,0.933333333
2651,0.533333333
2654,0.9
2655,0.786666667
2656,0.926666667
2659,0.58
2661,0.786666667
2662,0.526666667
2664,0.993333333
2665,0.613333333
2666,0.946666667
2667,0.666666667
2668,0.866666667
2671,0.926666667
2673,0.726666667
2676,0.7
2678,0.753333333
2680,0.966666667
2681,0.886666667
2683,0.533333333
2687,0.566666667
2688,0.946666667
2689,0.74
2691,0.82
2693,0.94
2695,0.673333333
2697,0.68
2699,0.766666667
2701,0.833333333
2702,0.74
2703,0.866666667
2706,0.966666667
2707,0.873333333
2708,0.92
2709,0.973333333
2714,0.933333333
2715,0.54
2716,0.72
2717,0.946666667
2719,0.746666667
2721,0.886666667
2722,0.92
2723,0.693333333
2724,0.633333333
2727,0.98
2730,0.833333333
2731,0.9
2736,0.94
2738,0.926666667
2740,0.993333333
2744,0.826666667
2745,0.64
2748,0.793333333
2749,0.58
2750,0.64
2751,0.513333333
2752,0.793333333
2754,0.7
2755,0.92
2756,0.94
2757,0.98
2758,0.92
2759,0.993333333
2760,1
2761,0.673333333
2762,0.893333333
2763,0.74
2764,0.7
2765,0.92
2768,0.646666667
2769,0.693333333
2770,0.546666667
2776,0.966666667
2778,0.973333333
2788,0.746666667
2789,0.793333333
2791,0.753333333
2792,0.633333333
2793,0.913333333
2797,0.64
2799,0.966666667
2800,0.933333333
2801,0.573333333
2805,0.92
2806,0.58
2807,0.94
2808,0.753333333
2811,0.933333333
2820,0.966666667
2822,0.973333333
2824,0.966666667
2826,0.973333333
2827,0.926666667
2828,0.76
2829,0.52
2832,0.673333333
2835,0.973333333
2836,0.766666667
2839,0.8
2840,0.846666667
2841,0.766666667
2843,0.786666667
2849,0.746666667
2850,0.873333333
2854,0.746666667
2856,0.653333333
2857,0.946666667
2859,0.833333333
2860,0.993333333
2863,0.973333333
2864,0.833333333
2865,0.566666667
2870,0.8
2871,0.6
2872,0.76
2873,0.706666667
2874,0.866666667
2876,0.893333333
2877,0.786666667
2878,0.926666667
2880,0.86
2882,0.9
2884,0.52
2885,0.64
2886,0.773333333
2887,0.766666667
2894,0.706666667
2897,0.933333333
2900,0.773333333
2903,0.833333333
2904,0.953333333
2906,0.666666667
2908,0.866666667
2909,0.793333333
2910,0.513333333
2911,0.606666667
2912,0.866666667
2913,0.873333333
2915,0.533333333
2916,0.593333333
2918,0.846666667
2924,0.74
2925,0.9
2928,0.82
2929,0.613333333
2934,0.873333333
2935,0.62
2938,0.786666667
2940,0.553333333
2941,0.873333333
2942,0.873333333
2944,0.913333333
2946,0.84
2947,0.64
2948,0.86
2950,0.706666667
2952,0.94
2953,0.84
2954,0.933333333
2956,0.66
2958,0.726666667
2959,0.76
2961,0.813333333
2963,0.686666667
2965,0.873333333
2967,0.96
2971,0.786666667
2973,0.986666667
2974,0.706666667
2980,0.96
2982,0.846666667
2983,0.646666667
2986,0.766666667
2987,0.9
2988,0.86
2993,0.966666667
2995,0.546666667
2998,0.686666667
3003,0.92
3005,0.926666667
3006,0.806666667
3007,0.653333333
3011,0.933333333
3013,0.92
3014,0.593333333
3019,0.633333333
3020,0.913333333
3022,0.806666667
3023,0.7
3024,0.726666667
3025,0.753333333
3027,0.886666667
3029,0.82
3030,0.513333333
3031,0.92
3032,0.98
3033,0.666666667
3037,0.813333333
3041,0.793333333
3042,0.9
3044,0.973333333
3045,0.793333333
3048,0.853333333
3049,0.953333333
3053,0.946666667
3055,0.9
3057,0.98
3058,0.64
3059,0.9
3060,0.64
3061,0.853333333
3063,0.886666667
3064,0.946666667
3065,0.54
3066,0.913333333
3067,0.646666667
3068,0.846666667
3069,0.88
3070,0.966666667
3071,0.9
3072,0.926666667
3075,0.893333333
3077,0.793333333
3080,0.906666667
3081,0.973333333
3082,0.773333333
3083,0.973333333
3086,0.813333333
3089,0.713333333
3090,0.9
3091,0.953333333
3092,0.833333333
3093,0.953333333
3094,0.986666667
3097,0.953333333
3099,0.726666667
3102,0.906666667
3103,0.893333333
3105,0.953333333
3106,0.966666667
3107,0.913333333
3108,0.926666667
3109,0.58
3114,0.846666667
3116,0.56
3117,0.586666667
3119,0.933333333
3121,0.906666667
3123,0.84
3124,0.96
3125,0.78
3126,0.64
3128,0.773333333
3129,0.733333333
3130,0.58
3131,0.813333333
3132,0.793333333
3133,0.64
3134,0.84
3135,0.646666667
3136,0.973333333
3137,0.8
3140,0.913333333
3141,0.86
3143,0.793333333
3144,0.893333333
3145,0.806666667
3147,0.546666667
3149,0.76
3151,0.74
3154,0.513333333
3156,0.866666667
3157,0.566666667
3158,0.593333333
3160,0.54
3161,0.98
3162,0.953333333
3164,0.973333333
3165,0.86
3168,0.866666667
3171,0.913333333
3173,0.74
3174,0.946666667
3175,0.686666667
3176,0.9
3177,0.886666667
3178,0.553333333
3181,0.713333333
3182,0.733333333
3186,1
3188,0.786666667
3190,0.82
3192,0.513333333
3194,0.72
3195,0.96
3197,0.886666667
3198,0.633333333
3202,0.806666667
3203,0.66
3204,0.686666667
3207,0.646666667
3208,0.906666667
3209,0.613333333
3210,0.92
3212,0.633333333
3213,0.926666667
3214,0.7
3219,0.526666667
3222,0.593333333
3224,0.653333333
3227,0.666666667
3229,0.766666667
3230,0.653333333
3231,0.96
3232,0.746666667
3233,0.92
3234,0.986666667
3235,0.733333333
3237,0.813333333
3238,0.966666667
3239,0.946666667
3240,0.873333333
3241,0.866666667
3242,0.826666667
3243,0.986666667
3244,0.853333333
3255,0.62
3256,0.853333333
3257,0.86
3258,0.833333333
3259,0.746666667
3260,0.886666667
3262,0.966666667
3263,0.86
3264,0.746666667
3266,0.706666667
3267,0.933333333
3268,0.573333333
3271,0.626666667
3274,0.826666667
3275,0.973333333
3276,0.706666667
3277,0.693333333
3278,0.593333333
3279,0.92
3280,0.98
3281,0.74
3282,0.64
3283,0.84
3284,0.673333333
3288,0.893333333
3290,0.986666667
3292,0.713333333
3293,0.92
3295,0.98
3296,0.933333333
3297,0.62
3299,0.92
3300,0.846666667
3301,0.773333333
3307,0.906666667
3308,0.893333333
3309,0.806666667
3311,0.513333333
3312,0.766666667
3313,0.86
3321,0.793333333
3322,0.886666667
3323,0.606666667
3325,0.9
3326,0.953333333
3327,0.953333333
3328,0.746666667
3330,0.866666667
3332,0.74
3333,0.933333333
3337,0.68
3343,0.88
3344,0.76
3345,0.54
3346,0.74
3350,0.84
3352,0.96
3354,0.973333333
3355,0.753333333
3360,0.886666667
3361,0.6
3364,0.92
3365,0.893333333
3367,0.58
3370,0.9
3371,0.566666667
3372,0.98
3374,0.8
3378,0.566666667
3379,0.88
3380,0.96
3382,0.953333333
3383,0.726666667
3384,0.753333333
3385,0.886666667
3387,1
3388,0.98
3389,0.886666667
3390,0.5
3392,0.973333333
3393,0.966666667
3394,0.986666667
3395,0.94
3398,0.886666667
3399,0.9
3400,0.933333333
3403,0.76
3405,0.706666667
3406,0.946666667
3407,0.586666667
3408,0.96
3410,0.766666667
3414,0.72
3417,0.88
3418,0.96
3421,0.7
3422,0.973333333
3426,0.933333333
3427,0.773333333
3435,0.833333333
3436,0.973333333
3437,0.9
