x1	x2	x3	x4	x5	x6	x7	x8
-0.003435488	0.820546807	0.12978451	0.700122031	-1.516533278	-2.509004604	-1.811102451	-0.759967594
-0.790765749	-0.665737218	-0.275841959	-0.585352863	0.668679907	2.224984959	0.886641654	0.725335203
0.368160603	-0.073902378	1.82158842	-0.280310889	0.210905423	-0.62074814	1.141719261	-0.394873059
-0.456303279	-1.379105911	-1.654263676	-1.321143236	-0.007718742	-1.317729809	-0.994409778	-2.202063666
0.923379674	0.694647423	0.180660875	0.048059055	-0.856273307	-0.143754508	0.633005254	1.459976415
0.956223843	-0.250336798	0.551358274	0.571562095	0.564909709	-0.224034102	0.285772184	0.592968759
0.753399627	-0.088409438	-0.031121074	1.029878618	-2.970819187	-2.077795238	-1.220966264	-1.685728777
-0.452249774	-0.627206796	0.8554208	0.68326164	0.153599806	-0.385888766	-0.710523943	-1.141449966
-1.507128159	-1.335695648	-1.237275455	-0.944825057	-0.054644704	-1.784062525	-0.245765041	0.567974165
-0.269218938	-0.673891328	-0.218616662	0.041247887	0.52694963	1.297432713	-0.696951072	0.060876218
-0.269370661	0.871621749	-0.374060232	0.609005943	0.731605403	1.619054393	1.384443285	1.716712515
-0.646825265	0.07272921	-0.856441858	-1.054588611	-1.189386665	0.720599223	0.85764947	-0.830905165
0.572657437	0.590286795	0.820223754	0.496050161	2.287647412	2.6552077	2.136470179	0.426659125
-0.593617061	-0.784019175	-0.869406845	-0.53507924	-1.849975816	-2.515093821	-1.53914268	-1.196976366
-0.517810051	-0.161924216	-0.09294177	-0.673958119	-0.213176009	0.128896643	0.786588605	0.298709575
-0.38931332	-1.012683726	1.397312256	0.426433139	-0.41298975	-0.20206346	1.031153104	0.339089373
1.91515683	1.684507994	1.634174526	2.030512717	-0.765721719	-0.083450773	-0.365244015	-0.095755745
0.369142717	-0.83942888	0.451398095	-0.712868096	1.517532597	0.863068231	1.014935967	0.324374791
-0.772452711	-0.574838484	-1.645576553	-1.460671294	1.605833875	-0.646993574	0.659356784	1.09823372
1.015211783	-0.99178352	0.595109607	0.506294719	0.403919712	0.909951097	0.143483575	-0.217770744
0.243255085	0.007058106	0.769861217	-0.658382528	-0.560567905	-0.940348706	-0.936110275	-0.851374733
-0.721988075	0.090364516	0.480070942	-0.516901135	-1.318604824	-0.920424798	-0.595382467	-1.256791952
0.700431063	0.848642577	0.91511956	0.326396948	0.183466366	1.335577723	0.840114786	0.869431549
0.742377465	1.197525385	0.758410382	-0.60815056	0.691738357	0.897573297	0.599378707	0.660282733
0.122293547	-0.49478574	0.979336333	0.898180539	-1.43638864	-0.103935326	0.577669212	-0.047385405
-0.8992888	-1.542024349	-1.046827875	0.239926496	0.291128076	-0.693301944	-0.247994737	-1.177819193
-0.633736036	-0.357445623	0.307645037	0.066387429	-0.509501855	0.569603996	0.024332622	-1.414507455
0.605977617	0.373730926	-0.167293368	0.865495421	-0.601289562	-2.275138565	-0.31247082	-0.260942318
-0.902402437	-2.211305938	-0.353925585	-0.439310858	-0.063870156	-1.030057749	-0.163863224	-0.362032594
-1.108804773	-0.405929776	-0.653237274	0.129077254	-0.587202852	0.777790237	0.049559513	-0.532133112
-1.024374267	0.526505902	-1.205636901	0.102159472	-0.564801878	-0.928381312	-0.053921963	-1.875261999
-1.207150656	-2.379321994	-0.556670155	-1.393826466	0.622507996	0.807948124	-1.214548526	0.640749801
1.292284885	0.325469911	0.224889799	1.143459025	1.343524177	0.055512035	1.702357752	1.712285949
0.674811212	-0.007910332	-0.4135568	0.529360588	-0.062318466	-1.178314324	0.249606909	-1.054923673
0.688209126	1.267377643	-0.029584787	0.856061574	-1.280598013	-1.409340844	-1.706155108	-0.050316207
-0.168567727	-1.02800199	0.193833196	0.33288468	0.462717598	-0.289245549	0.442649203	-0.389000888
-1.249709849	-2.270253752	-0.407639968	-1.308577651	1.087329719	0.493986748	0.401958904	0.619097379
0.887057392	0.835312805	0.676090102	0.278798958	-0.276320916	0.212748026	0.556525555	-0.361199558
-0.014169052	0.856622625	1.807459191	-0.16809631	0.26017153	1.659508732	1.386538444	1.373928269
-1.634560935	-1.178393179	-1.652366768	-2.0447998	0.000670557	-1.236374502	-0.875236653	0.175630396
-0.676771783	-1.816932281	-1.559222696	-0.862167072	0.04210671	-0.695823479	0.001467806	-1.670460063
1.515483212	0.083003742	0.582466567	1.378450092	-1.196305485	-0.290001729	-0.117809323	-0.380041779
-0.494967196	-1.280429608	-0.022421436	-0.153802895	0.351079525	0.6396441	1.327906194	0.440934436
-0.123982078	-0.067234361	-0.755651278	-0.552937381	0.431158343	1.386749351	0.730193724	0.230273821
0.730748873	-1.363069024	0.743434467	-0.569455828	0.262660826	0.080882921	-0.667813948	0.034578093
0.91880657	-0.746788009	0.091155871	1.055644506	-1.157576183	-1.692582511	-1.39893625	-1.065404198
1.258431881	0.040889609	-0.44700404	-1.742890366	-3.435895121	-1.479192081	-0.580424996	-1.35239805
-1.675100251	-0.799112357	-0.607404963	-0.152991114	0.193730787	-0.659221353	-0.000235205	-0.371704467
1.47133473	0.080094151	-0.727091023	0.432502361	0.746335627	0.584436709	-0.163308399	1.409515133
0.189274242	-0.846244104	-2.065488977	-1.021667683	-0.523964325	-1.196757153	-0.650520575	-0.112857709
-0.00558642	1.208383867	2.659581354	0.651407969	-0.19801309	-0.792554413	-0.781260455	1.578911075
-0.781785373	-0.651974357	0.939218678	-0.795968277	0.809168217	2.547596436	1.237372036	0.230266018
1.192131298	2.325717969	0.4781334	0.672837751	0.938241241	1.923738483	0.917950832	1.285790032
-2.149150425	-2.589398996	-1.232960342	-1.707159097	-1.356505321	-0.578807213	0.183207296	-1.292338988
0.402339213	0.280854701	0.213500854	-1.143913335	-1.507826074	0.023324307	0.241210288	-1.096570447
0.233438146	-0.466256659	0.42465239	-0.306785432	0.296065945	-0.431857529	-0.656720517	-0.112119801
-2.382346785	-1.488278996	-2.941961905	-1.71309432	-0.389799069	-0.669806044	1.100934017	-0.531786969
-0.098528179	-1.966743465	-1.688502487	-0.739593533	-0.651018008	0.82069001	-1.10578854	0.731862988
-0.578071988	0.579168322	0.719110537	0.054939862	0.378533184	1.589019594	-0.593585498	0.624044436
-0.756612626	-1.506548451	-0.894290796	-1.812323001	-0.678049179	0.74131551	0.537264402	1.017509239
-1.286743071	-0.775228479	-0.696214326	-0.298489683	-2.11389581	-0.364473996	-2.139553153	-2.268079896
-0.088455534	0.364337223	-0.50206682	0.016185503	0.26184347	0.699972451	-1.404626674	-0.503179765
-0.580551237	0.615443695	-0.601800974	0.653510443	0.967855778	-0.683858774	0.531071011	-1.074475577
0.367212589	-0.911012408	-0.38422504	0.101585582	-0.424998194	0.223140025	0.154935162	-0.028187195
-0.30426215	-0.25823068	0.190520463	-0.17744105	-0.688008101	0.22563869	0.488153103	0.780102671
-0.522252151	1.133580521	-0.321383076	0.524267483	0.871711269	0.363686436	0.005898324	0.228197962
-0.425685168	-0.019633502	-0.163294898	-0.978182909	-0.782967419	-0.587423901	0.056726398	-0.537246354
-0.471894089	-0.607366188	0.55407434	-0.325682032	-0.700573386	0.061998295	-0.529373524	1.19017009
-0.344245056	0.142220708	0.197789682	0.175439679	0.244218486	-1.233837823	-0.971244049	0.739994083
-1.726200054	-1.500574355	-2.113251346	-0.644694009	-1.117098144	-0.191306775	-1.335448712	-0.846929
0.125002755	-0.323263046	-0.925957713	-0.978547945	0.179638074	-0.741996379	0.241398878	-0.767367269
-0.55409462	-0.058849213	-1.211737199	-0.99275422	2.77364981	2.101444166	0.679670865	-0.561538039
0.653583423	-1.005871436	-0.595473195	-0.077507328	-0.680279634	-1.926800341	-0.363704993	-1.447881999
-1.373681866	-1.104086672	-0.977393191	-0.307224858	0.389375866	0.091562013	0.006608287	-1.018077072
-2.204312054	-1.647237908	-2.022606112	-3.485024694	1.438367003	1.120640173	-0.134545001	0.00562797
0.670319844	0.996638279	0.874774854	0.343347579	1.164108606	0.200385213	1.054280784	-0.086831605
-0.37987984	0.246247586	-0.013869118	0.750596331	0.789108943	0.965451297	0.791151502	1.294584973
-0.527824329	-0.878038065	-0.066047704	-0.896799236	0.064988011	-0.121498855	-0.712479909	-1.452738116
1.812213965	1.555133727	1.768539718	1.099261415	-0.374526945	0.344963916	1.667953812	-0.340763549
0.816385248	1.089396897	0.090569919	0.280697029	-1.610371172	-0.691611128	-0.52441031	-0.83447902
-0.165000992	0.693612292	-0.582765768	-0.217924265	1.690802724	0.226918389	-0.694276342	0.177805901
0.244447062	0.368609893	-0.225070388	-1.162326477	1.579578468	0.817902908	0.56398503	1.456889001
1.387139266	-0.031615959	0.53640299	1.757487893	0.512413554	1.335057256	0.055030215	0.501060666
0.340156547	-0.115750966	-0.895424746	-0.160201609	-0.120804301	0.871284991	0.864449734	-1.269172891
0.394640116	0.176091332	1.22426152	1.481122596	-0.495423798	0.501261365	0.183764702	0.732648206
-0.560529228	0.654409631	-0.264010483	-0.422651673	-0.252189699	-1.002244426	-1.576982635	0.238138651
0.484631644	-0.181568525	-1.141764084	-1.288572711	1.926555793	1.120423786	0.427673635	-0.53825636
-0.374777977	-0.23689243	-0.71442927	0.444910018	1.135218918	0.300285016	1.845009582	0.81408707
-1.499835754	-0.942913312	-1.186854918	-2.368674272	-1.532034206	-0.17067464	-1.091199751	-0.91499926
-0.578581791	0.246878197	0.481739004	-1.127518943	0.102528919	-0.208625549	0.741461016	0.055606843
2.372253067	0.990737924	1.302618316	1.223423233	0.048007063	-0.161441448	0.364208826	-1.245626759
-0.161697059	-0.304196662	-0.175066676	-1.420531411	-0.8700709	-2.247824424	-0.817576504	-1.103501635
1.364219832	1.294965855	0.563921918	1.135822935	1.209216393	3.394706933	0.832549218	0.458251981
1.663834318	1.317457907	1.121375289	1.634114395	1.365692962	1.657474808	0.801925323	2.000732962
0.69388021	0.2493853	-0.019609804	0.103900642	0.20244115	1.368200103	1.042662914	0.184276883
0.2895639	-0.664539166	0.186557528	-0.683387203	-0.438699075	0.072656172	-0.674648934	0.515341204
0.651312891	-0.802072194	-0.520796122	0.341210283	1.483684906	0.498783054	1.362989728	0.701657898
-0.874816423	-0.215538519	-0.756106637	-0.634717654	-0.993843749	0.679000339	0.100563919	-0.403224246
0.12334311	0.225441919	0.630785514	0.904088794	-0.323775088	1.597727878	0.141915662	0.541532374
0.542533871	0.560071209	0.327763363	1.337542424	0.139617959	-0.073358204	0.283495092	-0.004168363
-2.433779264	-0.581393784	-0.830658874	-1.526282123	-1.576107341	-0.610111481	0.790083563	-2.883423106
0.220436761	0.402934332	-0.377606736	1.501453797	-0.00129976	0.878563531	-0.133449503	1.220972353
1.411606102	-0.0268427	0.08458345	-0.097255155	0.653523506	0.911158366	1.650285319	0.235609754
-2.187043875	-1.099141985	-0.397219663	-1.182752345	-1.456144229	-1.254129415	-1.463071625	0.382226976
-0.377459515	-0.483241814	-1.28287887	0.159170456	0.187926672	-1.542290368	0.332028987	0.17246295
-0.172523927	0.157947804	0.63470555	0.195588459	-1.562756193	-0.898045765	-0.679346642	-1.847927765
2.623187512	1.318474024	0.241016612	0.928131605	1.374647966	1.063466145	1.028024994	0.525827706
-0.880946078	-0.9313798	-0.743650908	-1.079256303	-1.59902798	-1.691461125	-0.524201232	-1.271917315
0.812804067	0.226189516	-0.15344853	0.804261906	-1.001837689	-0.709523497	-0.153812826	-0.783242264
-0.469388614	0.16128728	-0.93598687	0.163003081	-0.17356782	0.057324511	0.226717966	-0.042816368
-0.285767234	-2.381588513	-0.95510191	-0.932413943	-0.783323901	0.923358175	0.549303719	-0.787809321
-0.63352297	0.572239324	-1.51515742	-0.277924153	-0.479361813	0.132945796	-0.598790088	1.263402113
-0.435833618	-0.8457498	-0.244578223	-0.955460188	-1.233269656	0.238894726	-0.100576248	0.337925264
-0.52033722	-1.009055841	0.06601589	-0.58513608	-1.291512844	-0.921810639	-0.943692571	-0.432839544
1.896322633	-0.698609399	0.636626498	1.091207896	0.520215055	0.318223465	0.860675162	2.053205693
0.055671795	-0.753861509	0.557173156	0.424525921	0.115077624	1.242292156	-0.621839973	-2.175411051
-1.136321882	-0.520757622	-0.745682229	-1.250672795	-0.073554812	0.708614576	1.226310319	1.195424554
-3.162503016	-2.996644944	-2.995073191	-2.908583648	1.824982421	1.197045566	2.409132626	1.484100706
0.123940859	-0.191959648	0.346816023	-0.045220423	0.755321804	2.320993206	1.330166078	2.192790157
1.365125215	-1.28549451	-1.762206385	-0.000927351	-0.808315358	-0.567747273	0.377405074	0.222121895
0.655154488	0.888541882	1.138701411	1.672037931	-0.188423649	0.902601007	0.532335826	-0.062028124
1.493313254	0.097911837	-0.322236818	-0.771612621	-0.322815848	-0.312460783	0.296858602	0.60805813
-0.067408603	1.228398059	1.909250616	0.266496436	-0.16773214	0.292551038	-0.760699717	0.395373037
-0.220191922	-0.182810278	-0.823361952	-0.420172807	-0.148052771	0.257039275	0.472713364	-1.00316605
0.399356817	-0.830601601	0.357917589	0.702154584	-1.353927892	-0.427671399	-0.409370604	-0.690534965
1.834405685	3.05600159	1.895349976	1.503662995	1.498491623	3.429134045	1.678318294	1.208535167
0.430984123	0.837797721	1.628999473	2.185244682	1.615413463	0.190694066	0.985449026	1.538818215
-0.835936206	-0.204848419	-0.434254049	-0.767062194	-0.272628418	-0.74427373	-0.706905555	-0.286405917
-0.568628553	-0.833619417	0.579004292	-0.576157805	0.963545946	1.036352784	0.432958223	0.149816741
-1.156294866	-0.413397741	0.191288341	-0.415168224	-1.062403913	-1.141743234	-0.464195062	-0.812284097
0.729084799	0.6469692	0.441211062	0.944920367	0.914935675	1.035256214	1.490719045	-0.891725099
0.861314949	-0.294005092	1.046809761	0.128388867	0.274430743	-1.234565858	1.24220022	1.179820414
1.337635144	1.292491586	1.03107487	1.436974078	-1.05862912	-0.25298407	-2.267379027	-0.566333255
0.268452754	0.63171243	0.349798521	0.906818472	0.358082689	1.327700477	-0.518106766	-1.236170203
-0.359686123	-0.170918375	0.735946552	-0.577676626	-1.525908312	-2.149499033	-0.777002013	-1.38686013
-0.280107546	0.367535699	0.767596744	0.713908904	-1.232556842	-1.508442436	-0.908018005	-0.952962417
0.552701917	-0.303766835	-0.748188475	-0.530111402	-0.004416617	0.512760827	-1.41703783	0.058521964
0.268566468	-0.392847281	0.178815563	-1.019062734	-0.154200075	0.554502277	1.111262282	0.383695488
-1.459719444	-0.632963877	-1.174990602	-1.193358664	0.944317232	0.8434132	1.94968868	0.278810868
2.004257397	0.285257212	-0.02611431	0.481724227	1.853704673	1.585591488	1.089082777	0.57854601
-0.036950521	1.314762111	0.961910889	0.354218663	-0.867764317	1.20937777	-0.86948816	-0.583422367
0.36323859	0.57326062	0.77877267	-0.452428382	-0.219710314	0.242421469	-0.037068758	-0.317744568
0.786004487	-0.2476559	0.718826059	-0.149489656	-0.135909723	0.897402011	-0.266712372	0.203331463
0.526741486	0.522833752	0.711392729	0.791181256	-0.067582489	-1.165492609	0.322234136	-2.25001683
-0.300649537	-0.23305206	-0.749482549	-0.941524364	1.081285634	1.837020712	1.606618024	2.46059844
-0.117425967	-0.517037533	-0.125924537	-0.716004965	-0.68624927	-0.863623619	-1.352894763	-0.133175467
-0.604068496	-0.935524437	-0.653692413	-1.064960619	-1.475370213	-1.655423056	-1.079552666	-0.21074485
-2.894743405	-3.046769898	-1.78115923	-3.124334999	0.578358209	-0.028675222	-0.275256888	-0.241518995
-1.46860879	-1.164572298	-0.640607195	-1.901207857	0.363264772	-0.484801493	-0.229890476	-0.128633123
1.027120005	1.403901248	1.339009853	0.870396573	0.979187556	0.298974994	-0.164978009	1.3128401
0.301111086	-1.238235875	0.62148194	-0.373427966	-0.186781621	1.046202909	1.246599089	0.754300299
0.995844408	-0.189128607	-0.295974837	-0.01295933	0.345411525	0.794174537	0.356409619	0.063703173
-2.663784906	-1.51857798	-2.144249363	-1.92140349	0.749158222	0.187048108	-0.558981486	-0.326124674
-1.279074753	0.274735935	-0.896870623	-0.25833211	-1.261839188	-0.992004283	-0.585028394	-1.495328658
-1.481333228	-0.944128913	-0.037370594	-0.127681941	-0.155838432	1.330909187	0.710726641	-1.382141524
0.513716277	-0.17265285	0.060310007	-0.005706784	-1.977425911	-1.863155489	-1.856215612	-1.274970496
-0.903325731	-0.77318935	-0.745457593	-1.512598275	-0.064418911	0.963805586	-0.810388902	0.1644679
-0.6293566	0.32878283	1.295911512	-0.514330191	-0.713174516	-0.425093449	-0.361614681	-1.061340498
-0.882732491	0.804568262	-0.267586669	0.68614741	0.072715237	-1.062487667	-0.392153511	-1.237909562
0.80940342	0.912212148	1.2941179	1.216098606	0.189509053	-0.021878667	0.031594819	-0.160669587
-0.905187241	-0.072562798	-1.583286155	-1.604289935	1.672590546	0.939342559	0.615811313	0.997254206
0.554980605	0.002804304	-0.111510485	0.193955127	0.222021517	-1.356812066	0.654823496	0.664858127
-0.832296245	-0.142854681	-0.447270957	0.039017817	2.754172234	0.670551357	1.312399636	2.001356994
-1.465968547	-2.011972891	-2.001516771	-2.132592908	1.692684731	1.890088804	-0.600292865	0.199710159
-0.571224412	0.780989673	-0.25107046	1.098962545	1.546526705	0.910773935	0.298253057	1.507125789
-0.147989378	-0.945672349	0.763276641	-0.290711921	-0.022048921	0.762468209	-0.628312468	0.894307232
1.410380966	1.610731269	1.616662811	1.560506275	0.67673461	0.32364238	-1.773055533	0.886545374
1.074631859	0.717785484	1.04443035	0.705503221	0.417571155	0.628512745	0.852680101	-1.342756664
-1.102548164	-0.960246684	-2.19555183	-1.392904801	-0.625540161	0.523480604	1.207379785	-0.372219896
-0.545339025	-1.197273511	0.086775637	-1.150078266	0.0965446	0.957355536	0.0526471	1.608096284
0.909064694	1.201860482	0.35308221	0.695504902	0.420580263	0.153795972	1.273676763	0.725938872
0.351835701	-0.12776007	1.479538598	0.899044139	-0.882454094	0.299648716	-0.22660283	-1.039996921
-0.194058916	-0.18997662	-0.560961373	-1.021206879	1.062221989	0.302313648	-0.260477092	-0.249672408
-0.188648112	-0.163973204	-0.90698176	-0.030922394	0.337722107	1.170563353	0.821450736	1.07800956
0.887513488	-0.243615899	1.257228758	1.015990528	-0.726735028	-0.889579838	-1.597148459	-0.029999796
-0.0236715	-0.634397737	-1.065387033	-0.022085191	-0.337391345	-0.11311925	-0.178899557	-0.338890538
-0.144445441	-0.17976302	-0.302154998	-0.446805178	-0.170874541	0.462800126	2.304331741	-1.382133093
-1.622813645	-0.79324973	-1.937110861	-1.840983084	-1.476877316	-1.470507312	-0.153939369	0.354854876
-0.157657233	-1.197819311	-1.500103259	-0.325773303	0.431613209	0.24655593	0.826549771	-0.094470299
-0.347052002	-1.737255108	-0.222266465	-0.287768911	-0.545559651	-1.101035112	-0.406881583	0.303181753
-0.471478584	0.266839446	0.502587737	-0.74602123	0.346419818	-0.232938397	-0.962228709	-1.266831069
-1.462166176	-0.834032656	0.24353402	-2.115547067	-1.091775605	0.516932398	0.418680654	0.345299967
-0.225159569	-0.074156161	0.231614684	-1.120383293	0.393796241	1.228912229	0.242604124	0.46310502
0.79967532	1.014634967	0.053278596	0.197053028	0.968220443	1.705366682	1.183418325	0.656686335
0.388605925	-0.22389017	-1.378888894	-0.746106964	-1.347641365	-1.267514255	-1.32339416	-1.380519313
-0.420572531	-1.971315382	-0.739871171	-0.71388675	-0.480545285	1.604234954	0.92494009	1.966305967
1.08329997	2.527886141	0.222119615	0.771113795	1.164098892	0.33833935	0.249991585	1.647639691
0.449489243	-0.854606776	-0.693588135	0.226635863	0.510014191	-0.467306741	-0.112748264	-0.877407508
-1.201474448	0.763340153	0.617188429	0.043942674	-0.459585775	1.818617876	-0.203316686	0.264034106
2.105488398	0.817523204	1.625004837	1.112949971	1.470674213	0.240042998	-0.202501944	0.554604692
1.466831147	0.985628877	-0.079549077	1.001361837	-0.458292831	0.427132163	0.749147394	0.702089038
0.297880018	0.139885698	-0.389299781	-0.023971074	0.268416185	1.091882253	-0.037063441	0.714755133
-0.223795612	0.572363958	-0.428223322	-1.879320495	-0.587251053	0.245921472	-1.176391766	-0.108690121
-1.673170089	-0.371052517	0.534712869	-0.514960072	0.807376027	-0.07201876	-0.115778987	-0.486618086
0.465261804	-0.373942199	-0.220827964	-0.100923161	-0.641472273	1.012183689	0.920826539	0.923574789
-0.444308379	-0.340235124	0.492890592	-0.12716461	-0.586383434	-1.010707038	0.457771034	-0.261823804
-0.970764937	-0.845244553	-2.066247404	-1.204991992	-2.444362102	-0.831714129	-1.046317678	-1.566728261
2.708940985	0.371516599	0.607864982	0.150587035	0.948091209	-1.031028064	0.357733015	0.312269869
-0.230704641	0.255740063	0.896404962	-0.715225216	-0.707616683	1.180390795	0.654671276	0.433563401
1.974117187	0.51724442	0.475343114	1.140967104	-0.010548249	-0.583027948	-0.05502158	-1.227446933
-1.365897985	-2.040938947	-3.506536518	-2.47138671	-1.321458596	1.238042364	-0.266823215	-0.981710931
0.734377362	-0.218577334	0.093545275	0.467795093	1.25180228	0.61334371	1.342030539	0.622655176
0.44812187	0.40107147	0.848096225	0.263179463	0.207163926	-0.030986225	-0.312451161	0.366288467
1.860183917	0.705912638	0.960333837	1.420847107	-0.161657245	0.598883247	0.053883662	0.401996841
-1.82488769	-2.166607478	-0.548008782	-1.718395539	-0.816879306	0.004286977	-1.106954713	0.397013264
0.287781971	-0.022093552	-0.706421172	0.788626448	0.955898638	0.166034887	0.900040814	0.95281491
-0.893613213	0.522670602	0.37915839	0.418146837	0.427337734	0.132001172	-0.322168009	-1.227254465
-1.028804224	0.731925851	-1.33797842	0.362651351	1.691961201	0.797730985	1.250913611	1.455100789
0.460669644	0.925629121	1.665837634	0.41203352	0.267526581	0.6087067	-0.785817649	-0.004171745
0.193189207	-0.318899386	0.344627378	0.05821527	1.62363476	0.738924068	1.869396646	1.578135993
-1.130162608	-0.291846249	-0.514539118	-0.080030402	-0.374865457	1.409482133	0.401105558	0.525364546
0.148802806	0.099586114	0.425912235	0.306363933	0.186681374	0.914809044	0.048850665	-0.528831574
-0.173381519	1.042428424	1.025270394	0.111709786	0.528404416	1.110316738	0.654990392	1.234723891
-0.275523461	0.133545951	-0.469453218	-0.397588328	-1.273837603	-0.415356004	-0.055089224	-0.888871176
0.284653496	-0.3093348	-0.461810058	0.059033035	0.289598474	-0.902914165	0.595112962	-0.023751228
1.454128639	0.214403777	1.965364754	0.996248822	-0.127833388	-0.817684715	-0.271438443	-1.390947082
-0.454752855	0.2407719	0.203495605	1.08481034	-2.123290538	-0.808862894	-0.047707361	0.007813278
-0.642393337	1.263639837	-1.189809827	-0.116234009	-0.223154251	-0.538173401	-0.374378544	-0.587122794
2.37831333	2.796778373	1.369562653	1.834663334	-0.701417453	2.424675742	0.983026797	-0.116725657
-0.618247237	-1.501620183	-0.206612275	-2.100223541	0.075582748	-0.12743191	-0.087966525	1.021974414
0.426618225	0.624016457	0.769271729	-0.121661646	1.641033062	2.7830895	1.673676281	0.611310424
-0.333122095	-1.386376949	-1.315280112	-2.063815119	-0.323668077	0.706555573	0.783796969	-0.623307282
-0.280905082	0.452809733	0.770427778	1.130860065	1.592962123	1.489812381	1.596842115	0.767465494
-0.749139024	1.227392479	-0.67330091	-0.170357744	0.038603241	0.815960267	0.186809258	-1.180592373
0.022007128	-0.562766968	-0.572478596	-1.720256783	-0.29816017	-0.870758788	-0.148922372	-0.806421898
0.453734075	-1.275922841	0.799924433	-0.492985278	-0.992948191	-0.74876251	-0.22305	-2.058015575
-1.427396301	-0.08565095	-0.954024097	-1.442326953	-0.828616861	-2.244553624	-1.260106284	-1.88962492
-0.525127449	-1.547431141	0.562038574	-1.872540548	0.471647924	0.273350888	-0.36997585	0.629769135
-0.839984758	-0.88850191	-0.51344858	-0.799318506	-0.654593701	-0.485608787	-0.265778332	-1.033561264
-0.128084117	-0.506931982	0.844690538	1.05507824	-0.486252024	-0.913772451	-1.212398843	-0.1864589
2.315020384	1.202502185	1.801477083	0.835675325	-0.602883622	-1.013057444	0.337719612	0.256820471
-0.72170994	-0.735802233	-0.69221518	0.655801292	0.92065864	-1.209799979	-0.2311946	-1.921341507
-0.971530781	-0.172187412	-0.44446289	-0.835792856	1.20936641	1.607689403	0.617149904	1.838242151
0.599068617	-0.027957656	0.361578829	-0.001211887	1.400117238	0.963123693	-0.357381181	1.602575581
-1.633087904	-0.128253693	-1.634993841	-0.261308383	-1.512819859	-1.40789254	-0.268943721	-0.5191199
0.49997347	0.852645849	0.769281918	0.399766255	0.199279324	-0.007431862	-2.020115137	-0.879902011
-1.201654074	-0.010117349	-1.712308049	-0.138789935	-1.193405835	-1.72450449	-0.576573251	-1.712084146
-0.597565156	-1.452581754	-0.344451142	0.09858192	-0.145146357	-1.785126203	0.226971942	-0.555073406
-1.056639175	-0.92338559	-1.170623121	-1.119233353	0.413247413	0.60764592	0.453261562	-0.422091345
-0.045456159	0.195257636	0.351201755	-0.332939364	0.318662831	0.154384529	-0.049433157	1.059489033
-0.213491524	0.505089613	0.156773511	0.043730125	0.311768447	-0.522559653	-0.652240007	0.670574733
